,file_name,measure_name,time_slice_start,time_slice_end,agg_type,measure_value,5.4.1
162,Run 6 Bottom Debris Panel Production Exhaust Tube Wabco App FLRS (1900RPM) 433Kw_47C_4_23_25_edaq_export.csv,AT_TC_5,40,260,min,190.607131958008,
163,Run 6 Bottom Debris Panel Production Exhaust Tube Wabco App FLRS (1900RPM) 433Kw_47C_4_23_25_edaq_export.csv,AT_TC_5,40,260,st dev,0.2406353718352822,
164,Run 6 Bottom Debris Panel Production Exhaust Tube Wabco App FLRS (1900RPM) 433Kw_47C_4_23_25_edaq_export.csv,SpdEngine,40,260,max,1901.5,
165,Run 6 Bottom Debris Panel Production Exhaust Tube Wabco App FLRS (1900RPM) 433Kw_47C_4_23_25_edaq_export.csv,SpdEngine,40,260,mean,1896.8201357466064,
166,Run 6 Bottom Debris Panel Production Exhaust Tube Wabco App FLRS (1900RPM) 433Kw_47C_4_23_25_edaq_export.csv,SpdEngine,40,260,min,1892.25,
167,Run 6 Bottom Debris Panel Production Exhaust Tube Wabco App FLRS (1900RPM) 433Kw_47C_4_23_25_edaq_export.csv,SpdEngine,40,260,st dev,2.4608644969599993,
168,Run 6 Bottom Debris Panel Production Exhaust Tube Wabco App FLRS (1900RPM) 433Kw_47C_4_23_25_edaq_export.csv,V_EngBrkTorU,40,260,max,2194.0,
169,Run 6 Bottom Debris Panel Production Exhaust Tube Wabco App FLRS (1900RPM) 433Kw_47C_4_23_25_edaq_export.csv,V_EngBrkTorU,40,260,mean,2182.3846153846152,
170,Run 6 Bottom Debris Panel Production Exhaust Tube Wabco App FLRS (1900RPM) 433Kw_47C_4_23_25_edaq_export.csv,V_EngBrkTorU,40,260,min,2173.0,
171,Run 6 Bottom Debris Panel Production Exhaust Tube Wabco App FLRS (1900RPM) 433Kw_47C_4_23_25_edaq_export.csv,V_EngBrkTorU,40,260,st dev,4.845948491597572,
172,Run2 Bottom Debris Panel Production Exhaust Tube Wabco App PP 459Kw_29C_4_22_25.csv,AcceleratedDOCInletTemperature,40,280,max,477.34268,
173,Run2 Bottom Debris Panel Production Exhaust Tube Wabco App PP 459Kw_29C_4_22_25.csv,AcceleratedDOCInletTemperature,40,280,mean,476.7521129460582,
174,Run2 Bottom Debris Panel Production Exhaust Tube Wabco App PP 459Kw_29C_4_22_25.csv,AcceleratedDOCInletTemperature,40,280,min,476.11438,
175,Run2 Bottom Debris Panel Production Exhaust Tube Wabco App PP 459Kw_29C_4_22_25.csv,AcceleratedDOCInletTemperature,40,280,st dev,0.29716132722541055,
176,Run2 Bottom Debris Panel Production Exhaust Tube Wabco App PP 459Kw_29C_4_22_25.csv,PercentLoadAtCurrentSpeed,40,280,max,100.0,
177,Run2 Bottom Debris Panel Production Exhaust Tube Wabco App PP 459Kw_29C_4_22_25.csv,PercentLoadAtCurrentSpeed,40,280,mean,100.0,
178,Run2 Bottom Debris Panel Production Exhaust Tube Wabco App PP 459Kw_29C_4_22_25.csv,PercentLoadAtCurrentSpeed,40,280,min,100.0,
179,Run2 Bottom Debris Panel Production Exhaust Tube Wabco App PP 459Kw_29C_4_22_25.csv,PercentLoadAtCurrentSpeed,40,280,st dev,0.0,
